Symbol,Name,IPOyear,Sector,Industry
NVO,Novo Nordisk A/S,n/a,Health Care,Major Pharmaceuticals
DNOW,NOW Inc.,2014,Energy,Metal Fabrications
NQ,NQ Mobile Inc.,2011,Technology,Computer Software: Prepackaged Software
NRG,"NRG Energy, Inc.",n/a,Public Utilities,Electric Utilities: Central
NYLD,"NRG Yield, Inc.",2015,Public Utilities,Electric Utilities: Central
NYLD.A,"NRG Yield, Inc.",n/a,n/a,n/a
DCM,"NTT DOCOMO, Inc",n/a,Technology,Radio And Television Broadcasting And Communications Equipment
NUS,"Nu Skin Enterprises, Inc.",1996,Health Care,Other Pharmaceuticals
NUE,Nucor Corporation,n/a,Basic Industries,Steel/Iron Ore
NS,Nustar Energy L.P.,n/a,Energy,Natural Gas Distribution
NS^A,Nustar Energy L.P.,n/a,n/a,n/a
NS^B,Nustar Energy L.P.,n/a,n/a,n/a
NS^C,Nustar Energy L.P.,n/a,n/a,n/a
NSH,"Nustar GP Holdings, LLC",n/a,Energy,Natural Gas Distribution
NSS,"NuStar Logistics, L.P.",n/a,Energy,Natural Gas Distribution
NTR,Nutrien Ltd.,2004,Basic Industries,Agricultural Chemicals
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,2014,n/a,n/a
NVG,Nuveen AMT-Free Municipal Credit Income Fund,2002,n/a,n/a
NUV,Nuveen AMT-Free Municipal Value Fund,1987,n/a,n/a
NUW,Nuveen AMT-Free Municipal Value Fund,2009,n/a,n/a
NEA,Nuveen AMT-Free Quality Municipal Income Fund,2002,n/a,n/a
NAZ,Nuveen Arizona Quality Municipal Income Fund,1992,n/a,n/a
NBB,Nuveen Build America Bond Fund,2010,n/a,n/a
NBD,Nuveen Build America Bond Opportunity Fund,2010,n/a,n/a
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,2002,n/a,n/a
NCB,Nuveen California Municipal Value Fund 2,n/a,n/a,n/a
NCA,"Nuveen California Municipal Value Fund, Inc.",n/a,n/a,n/a
NAC,Nuveen California Quality Municipal Income Fund,1999,n/a,n/a
NTC,Nuveen Connecticut Quality Municipal Income Fund,1993,n/a,n/a
JCE,Nuveen Core Equity Alpha Fund,2007,n/a,n/a
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,2017,n/a,n/a
JQC,Nuveen Credit Strategies Income Fund,2003,n/a,n/a
JDD,Nuveen Diversified Dividend and Income Fund,2003,n/a,n/a
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,2014,n/a,n/a
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,2017,n/a,n/a
JMF,Nuveen Energy MLP Total Return Fund,2011,n/a,n/a
NEV,Nuveen Enhanced Municipal Value Fund,2009,n/a,n/a
JFR,Nuveen Floating Rate Income Fund,2004,n/a,n/a
JRO,Nuveen Floating Rate Income Opportuntiy Fund,2004,n/a,n/a
NKG,Nuveen Georgia Quality Municipal Income Fund ,2002,n/a,n/a
JGH,Nuveen Global High Income Fund,2014,n/a,n/a
JHA,Nuveen High Income 2020 Target Term Fund,2015,n/a,n/a
JHY,Nuveen High Income 2020 Target Term Fund,2015,n/a,n/a
JHD,Nuveen High Income December 2019 Target Term Fund,2016,n/a,n/a
JHB,Nuveen High Income November 2021 Target Term Fund,2016,n/a,n/a
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,1992,n/a,n/a
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,1992,n/a,n/a
NID,Nuveen Intermediate Duration Municipal Term Fund,2012,n/a,n/a
NMY,Nuveen Maryland Quality Municipal Income Fund,1993,n/a,n/a
NMT,Nuveen Massachusetts Municipal Income Fund,n/a,n/a,n/a
NUM,Nuveen Michigan Quality Municipal Income Fund,1991,n/a,n/a
NMS,Nuveen Minnesota Quality Municipal Income Fund,2014,n/a,n/a
NOM,Nuveen Missouri Quality Municipal Income Fund,1993,n/a,n/a
JLS,Nuveen Mortgage Opportunity Term Fund,2009,n/a,n/a
JMM,Nuveen Multi-Market Income Fund,n/a,n/a,n/a
NHA,Nuveen Municipal 2021 Target Term Fund,2016,n/a,n/a
NZF,Nuveen Municipal Credit Income Fund,2007,n/a,n/a
NMZ,Nuveen Municipal High Income Opportunity Fund,2003,n/a,n/a
NMI,"Nuveen Municipal Income Fund, Inc.",1988,n/a,n/a
NJV,Nuveen New Jersey Municipal Value Fund,n/a,n/a,n/a
NXJ,Nuveen New Jersey Quality Municipal Income Fund,2001,n/a,n/a
NRK,Nuveen New York AMT-Free Quality Municipal,2002,n/a,n/a
NYV,Nuveen New York Municipal Value Fund 2,2009,n/a,n/a
NNY,"Nuveen New York Municipal Value Fund, Inc.",1988,n/a,n/a
NAN,Nuveen New York Quality Municipal Income Fund,1999,n/a,n/a
NNC,Nuveen North Carolina Quality Municipal Income Fd,1993,n/a,n/a
NUO,Nuveen Ohio Quality Municipal Income Fund,1991,n/a,n/a
NPN,Nuveen Pennsylvania Municipal Value Fund,2009,n/a,n/a
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,1991,n/a,n/a
JPC,Nuveen Preferred & Income Opportunities Fund,2003,n/a,n/a
JPS,Nuveen Preferred & Income Securities Fund,2002,n/a,n/a
JPT,Nuveen Preferred and Income 2022 Term Fund,2017,n/a,n/a
JPI,Nuveen Preferred and Income Term Fund,2012,n/a,n/a
NAD,Nuveen Quality Municipal Income Fund,1999,n/a,n/a
JRI,Nuveen Real Asset Income and Growth Fund,2012,n/a,n/a
JRS,Nuveen Real Estate Fund,2001,n/a,n/a
BXMX,Nuveen S&P 500 Buy-Write Income Fund,n/a,n/a,n/a
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,n/a,n/a,n/a
NIM,Nuveen Select Maturities Municipal Fund,1992,n/a,n/a
NXP,Nuveen Select Tax Free Income Portfolio,1992,n/a,n/a
NXQ,Nuveen Select Tax Free Income Portfolio II,1992,n/a,n/a
NXR,Nuveen Select Tax Free Income Portfolio III,1992,n/a,n/a
NSL,Nuveen Senior Income Fund,1999,n/a,n/a
JSD,Nuveen Short Duration Credit Opportunities Fund,2011,n/a,n/a
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,n/a,n/a,n/a
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,2004,n/a,n/a
NTX,Nuveen Texas Quality Municipal Income Fund,1991,n/a,n/a
NPV,Nuveen Virginia Quality Municipal Income Fund,1993,n/a,n/a
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,2013,n/a,n/a
JMT,Nuven Mortgage Opportunity Term Fund 2,n/a,n/a,n/a
NVR,"NVR, Inc.",n/a,Capital Goods,Homebuilding
OAK,"Oaktree Capital Group, LLC",2012,Finance,Investment Managers
OSLE,Oaktree Specialty Lending Corporation,n/a,n/a,n/a
OMP,Oasis Midstream Partners LP,2017,Energy,Oil & Gas Production
OAS,Oasis Petroleum Inc.,2010,Energy,Oil & Gas Production
OBE,Obsidian Energy Ltd.,n/a,Energy,Oil & Gas Production
OXY,Occidental Petroleum Corporation,n/a,Energy,Oil & Gas Production
OII,"Oceaneering International, Inc.",n/a,Energy,Oilfield Services/Equipment
OZM,Och-Ziff Capital Management Group LLC,2007,Finance,Investment Managers
OCIP,OCI Partners LP,2013,Basic Industries,Major Chemicals
OCN,Ocwen Financial Corporation,n/a,Finance,Finance: Consumer Services
OFG,OFG Bancorp,n/a,Finance,Major Banks
OFG^A,OFG Bancorp,n/a,Finance,Major Banks
OFG^B,OFG Bancorp,n/a,n/a,n/a
OFG^D,OFG Bancorp,n/a,n/a,n/a
OGE,OGE Energy Corporation,n/a,Public Utilities,Electric Utilities: Central
OIBR.C,Oi S.A.,2014,n/a,n/a
OIS,"Oil States International, Inc.",2001,Energy,Metal Fabrications
ODC,Oil-Dri Corporation Of America,n/a,Consumer Durables,Miscellaneous manufacturing industries
ORI,Old Republic International Corporation,n/a,Finance,Property-Casualty Insurers
OLN,Olin Corporation,n/a,Basic Industries,Major Chemicals
OMAA,OM Asset Management plc,2016,Finance,Investment Managers
OMAM,OM Asset Management plc,2014,Finance,Investment Managers
OHI,"Omega Healthcare Investors, Inc.",1992,Consumer Services,Real Estate Investment Trusts
OMC,Omnicom Group Inc.,n/a,Technology,Advertising
OMN,OMNOVA Solutions Inc.,n/a,Basic Industries,Specialty Chemicals
ASGN,"On Assignment, Inc.",1992,Technology,Professional Services
ONDK,"On Deck Capital, Inc.",2014,Finance,Finance: Consumer Services
OGS,"ONE Gas, Inc.",2014,Public Utilities,Oil/Gas Transmission
OLP,"One Liberty Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
OMAD,One Madison Corporation,2018,Finance,Business Services
OMAD.U,One Madison Corporation,2018,n/a,n/a
OMAD.WS,One Madison Corporation,n/a,n/a,n/a
OMF,"OneMain Holdings, Inc.",2013,Finance,Finance: Consumer Services
OKE,"ONEOK, Inc.",n/a,Public Utilities,Oil & Gas Production
OOMA,"Ooma, Inc.",2015,Technology,EDP Services
OPY,"Oppenheimer Holdings, Inc.",n/a,Finance,Investment Bankers/Brokers/Service
ORCL,Oracle Corporation,1986,Technology,Computer Software: Prepackaged Software
ORAN,Orange,n/a,Public Utilities,Telecommunications Equipment
OA,"Orbital ATK, Inc.",n/a,Capital Goods,Military/Government/Technical
ORC,"Orchid Island Capital, Inc.",2013,Consumer Services,Real Estate Investment Trusts
OEC,Orion Engineered Carbons S.A,2014,Basic Industries,Major Chemicals
ORN,"Orion Group Holdings, Inc.",n/a,Basic Industries,Military/Government/Technical
IX,Orix Corp Ads,n/a,Finance,Diversified Financial Services
ORA,"Ormat Technologies, Inc.",2004,Public Utilities,Electric Utilities: Central
OSK,Oshkosh Corporation,n/a,Capital Goods,Auto Manufacturing
OR,Osisko Gold Royalties Ltd,2016,Basic Industries,Precious Metals
OUT,OUTFRONT Media Inc.,2014,Consumer Services,Real Estate Investment Trusts
OSG,"Overseas Shipholding Group, Inc.",2015,Transportation,Marine Transportation
OMI,"Owens & Minor, Inc.",n/a,Health Care,Medical Specialities
OC,Owens Corning Inc,n/a,Capital Goods,Industrial Machinery/Components
OI,"Owens-Illinois, Inc.",n/a,Consumer Durables,Containers/Packaging
OXM,"Oxford Industries, Inc.",n/a,Consumer Non-Durables,Apparel
PAI,"Pacific American Income Shares, Inc.",n/a,n/a,n/a
ROYT,Pacific Coast Oil Trust,2012,Energy,Oil & Gas Production
PCG,Pacific Gas & Electric Co.,n/a,Public Utilities,Power Generation
PKG,Packaging Corporation of America,2000,Consumer Durables,Containers/Packaging
PAGS,PagSeguro Digital Ltd.,2018,Technology,EDP Services
PANW,"Palo Alto Networks, Inc.",2012,Technology,Computer peripheral equipment
PAM,Pampa Energia S.A.,n/a,Public Utilities,Electric Utilities: Central
P,"Pandora Media, Inc.",2011,Consumer Services,Broadcasting
PHX,Panhandle Royalty Company,n/a,Energy,Oil & Gas Production
PARR,"Par Pacific Holdings, Inc.",n/a,Energy,Oil & Gas Production
PAR,PAR Technology Corporation,n/a,Miscellaneous,Office Equipment/Supplies/Services
PGRE,"Paramount Group, Inc.",2014,Consumer Services,Real Estate Investment Trusts
PKE,Park Electrochemical Corporation,n/a,Technology,Electrical Products
PK,Park Hotels & Resorts Inc.,2016,Consumer Services,Hotels/Resorts
PKD,Parker Drilling Company,n/a,Energy,Oil & Gas Production
PH,Parker-Hannifin Corporation,n/a,Capital Goods,Metal Fabrications
PE,"Parsley Energy, Inc.",2014,Energy,Oil & Gas Production
PRE^F,PartnerRe Ltd.,n/a,n/a,n/a
PRE^G,PartnerRe Ltd.,n/a,n/a,n/a
PRE^H,PartnerRe Ltd.,n/a,n/a,n/a
PRE^I,PartnerRe Ltd.,n/a,n/a,n/a
PRTY,Party City Holdco Inc.,2015,Consumer Services,Other Specialty Stores
PAYC,"Paycom Software, Inc.",2014,Technology,Computer Software: Prepackaged Software
PBF,PBF Energy Inc.,2012,Energy,Integrated oil Companies
PBFX,PBF Logistics LP,2014,Energy,Natural Gas Distribution
BTU,Peabody Energy Corporation,2017,Energy,Coal Mining
PSO,"Pearson, Plc",n/a,Consumer Services,Books
PEB,Pebblebrook Hotel Trust,2009,Consumer Services,Real Estate Investment Trusts
PEB^C,Pebblebrook Hotel Trust,n/a,n/a,n/a
PEB^D,Pebblebrook Hotel Trust,n/a,n/a,n/a
PBA,Pembina Pipeline Corp.,n/a,Energy,Oil & Gas Production
PGH,Pengrowth Energy Corporation,n/a,Energy,Oil & Gas Production
PEI,Pennsylvania Real Estate Investment Trust,n/a,Consumer Services,Real Estate Investment Trusts
PEI^B,Pennsylvania Real Estate Investment Trust,n/a,n/a,n/a
PEI^C,Pennsylvania Real Estate Investment Trust,n/a,n/a,n/a
PEI^D,Pennsylvania Real Estate Investment Trust,n/a,n/a,n/a
PFSI,"PennyMac Financial Services, Inc.",2013,Finance,Finance: Consumer Services
PMT,PennyMac Mortgage Investment Trust,2009,Consumer Services,Real Estate Investment Trusts
PMT^A,PennyMac Mortgage Investment Trust,n/a,n/a,n/a
PMT^B,PennyMac Mortgage Investment Trust,n/a,n/a,n/a
PAG,"Penske Automotive Group, Inc.",n/a,Consumer Durables,Automotive Aftermarket
PNR,Pentair plc.,n/a,Technology,Industrial Machinery/Components
PEN,"Penumbra, Inc.",2015,Health Care,Medical/Dental Instruments
PFGC,Performance Food Group Company,2015,Consumer Non-Durables,Food Distributors
PKI,"PerkinElmer, Inc.",n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PBT,Permian Basin Royalty Trust,n/a,Energy,Oil & Gas Production
PRGO,Perrigo Company,n/a,Health Care,Major Pharmaceuticals
PZE,Petrobras Argentina S.A.,n/a,Energy,Oil & Gas Production
PTR,PetroChina Company Limited,n/a,Energy,Oil & Gas Production
PBR,Petroleo Brasileiro S.A.- Petrobras,n/a,Energy,Oil & Gas Production
PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,n/a,n/a
PQ,"PetroQuest Energy, Inc.",n/a,Energy,Oil & Gas Production
PFE,"Pfizer, Inc.",n/a,Health Care,Major Pharmaceuticals
PGTI,"PGT Innovations, Inc.",2006,Capital Goods,Building Products
PHH,PHH Corp,2002,Finance,Diversified Financial Services
PM,Philip Morris International Inc,n/a,Consumer Non-Durables,Farming/Seeds/Milling
PSX,Phillips 66,n/a,Energy,Integrated oil Companies
PSXP,Phillips 66 Partners LP,2013,Energy,Natural Gas Distribution
FENG,Phoenix New Media Limited,2011,Consumer Services,Broadcasting
DOC,Physicians Realty Trust,2013,Consumer Services,Real Estate Investment Trusts
PDM,"Piedmont Office Realty Trust, Inc.",n/a,Consumer Services,Building operators
PIR,"Pier 1 Imports, Inc.",n/a,Consumer Services,Home Furnishings
PCQ,PIMCO California Municipal Income Fund,2001,n/a,n/a
PCK,Pimco California Municipal Income Fund II,2002,n/a,n/a
PZC,PIMCO California Municipal Income Fund III,2002,n/a,n/a
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",1993,n/a,n/a
PTY,Pimco Corporate & Income Opportunity Fund,2002,n/a,n/a
PCN,Pimco Corporate & Income Stategy Fund,2001,n/a,n/a
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,2013,n/a,n/a
PDI,PIMCO Dynamic Income Fund,2012,n/a,n/a
PGP,Pimco Global Stocksplus & Income Fund,2005,n/a,n/a
PHK,Pimco High Income Fund,2003,n/a,n/a
PKO,Pimco Income Opportunity Fund,n/a,n/a,n/a
PFL,PIMCO Income Strategy Fund,2003,n/a,n/a
PFN,PIMCO Income Strategy Fund II,2004,n/a,n/a
PMF,PIMCO Municipal Income Fund,2001,n/a,n/a
PML,Pimco Municipal Income Fund II,2002,n/a,n/a
PMX,PIMCO Municipal Income Fund III,2002,n/a,n/a
PNF,PIMCO New York Municipal Income Fund,2001,n/a,n/a
PNI,Pimco New York Municipal Income Fund II,2002,n/a,n/a
PYN,PIMCO New York Municipal Income Fund III,2002,n/a,n/a
RCS,"PIMCO Strategic Income Fund, Inc.",1994,n/a,n/a
PF,"Pinnacle Foods, Inc.",2013,Consumer Non-Durables,Packaged Foods
PNW,Pinnacle West Capital Corporation,n/a,Public Utilities,Electric Utilities: Central
PES,Pioneer Energy Services Corp.,n/a,Energy,Oil & Gas Production
PHD,Pioneer Floating Rate Trust,2004,n/a,n/a
PHT,Pioneer High Income Trust,n/a,n/a,n/a
MAV,Pioneer Municipal High Income Advantage Trust,n/a,n/a,n/a
MHI,Pioneer Municipal High Income Trust,2003,n/a,n/a
PXD,Pioneer Natural Resources Company,n/a,Energy,Oil & Gas Production
PJC,Piper Jaffray Companies,n/a,Finance,Investment Bankers/Brokers/Service
PBI,Pitney Bowes Inc.,n/a,Miscellaneous,Office Equipment/Supplies/Services
PBI^B,Pitney Bowes Inc.,n/a,n/a,n/a
PJT,PJT Partners Inc.,2015,Finance,Investment Managers
PAA,"Plains All American Pipeline, L.P.",1998,Energy,Natural Gas Distribution
PAGP,"Plains Group Holdings, L.P.",2013,Energy,Natural Gas Distribution
PLNT,"Planet Fitness, Inc.",2015,Consumer Services,Hotels/Resorts
PLT,"Plantronics, Inc.",1994,Public Utilities,Telecommunications Equipment
PAH,Platform Specialty Products Corporation,2014,Basic Industries,Major Chemicals
AGS,"PlayAGS, Inc.",2018,Consumer Durables,Miscellaneous manufacturing industries
PHI,PLDT Inc.,n/a,Public Utilities,Telecommunications Equipment
PGEM,"Ply Gem Holdings, Inc.",2013,Basic Industries,Forest Products
PNC,"PNC Financial Services Group, Inc. (The)",n/a,Finance,Major Banks
PNC.WS,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a
PNC^P,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a
PNC^Q,"PNC Financial Services Group, Inc. (The)",n/a,n/a,n/a
PNM,"PNM Resources, Inc. (Holding Co.)",n/a,Public Utilities,Electric Utilities: Central
PII,Polaris Industries Inc.,n/a,Capital Goods,Industrial Specialties
POL,PolyOne Corporation,n/a,Basic Industries,Major Chemicals
POR,Portland General Electric Company,n/a,Public Utilities,Electric Utilities: Central
PKX,POSCO,1994,Basic Industries,Steel/Iron Ore
POST,"Post Holdings, Inc.",2012,Consumer Non-Durables,Packaged Foods
PPDF,PPDAI Group Inc.,2017,Finance,Finance: Consumer Services
PPG,"PPG Industries, Inc.",n/a,Basic Industries,Paints/Coatings
PPX,"PPL Capital Funding, Inc.",n/a,Public Utilities,Electric Utilities: Central
PPL,PPL Corporation,n/a,Public Utilities,Electric Utilities: Central
PYS,PPlus Trust,n/a,Finance,Finance: Consumer Services
PYT,PPlus Trust,n/a,Finance,Finance: Consumer Services
PQG,PQ Group Holdings Inc.,2017,Basic Industries,Major Chemicals
PX,"Praxair, Inc.",n/a,Basic Industries,Major Chemicals
PDS,Precision Drilling Corporation,n/a,Energy,Oil & Gas Production
APTS,"Preferred Apartment Communities, Inc.",2011,Consumer Services,Real Estate Investment Trusts
PBH,"Prestige Brand Holdings, Inc.",2005,Health Care,Major Pharmaceuticals
PVG,"Pretium Resources, Inc.",n/a,Basic Industries,Precious Metals
PRI,"Primerica, Inc.",2010,Finance,Life Insurance
PGZ,Principal Real Estate Income Fund,2013,n/a,n/a
PRA,ProAssurance Corporation,n/a,Finance,Property-Casualty Insurers
PG,Procter & Gamble Company (The),n/a,Basic Industries,Package Goods/Cosmetics
PGR,Progressive Corporation (The),n/a,Finance,Property-Casualty Insurers
PLD,"Prologis, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
PUMP,ProPetro Holding Corp.,2017,Energy,Oilfield Services/Equipment
PRO,"PROS Holdings, Inc.",2007,Technology,EDP Services
PBB,Prospect Capital Corporation,2015,n/a,n/a
PB,"Prosperity Bancshares, Inc.",n/a,Finance,Major Banks
PRLB,"Proto Labs, Inc.",2012,Capital Goods,Metal Fabrications
PFS,"Provident Financial Services, Inc",2003,Finance,Savings Institutions
PFK,"Prudential Financial, Inc.",n/a,Finance,Life Insurance
PJH,"Prudential Financial, Inc.",n/a,Finance,Life Insurance
PRH,"Prudential Financial, Inc.",n/a,Finance,Life Insurance
PRU,"Prudential Financial, Inc.",2001,Finance,Life Insurance
GHY,"Prudential Global Short Duration High Yield Fund, Inc.",2012,n/a,n/a
PUK,Prudential Public Limited Company,n/a,Finance,Life Insurance
PUK^,Prudential Public Limited Company,n/a,n/a,n/a
PUK^A,Prudential Public Limited Company,n/a,n/a,n/a
ISD,"Prudential Short Duration High Yield Fund, Inc.",2012,n/a,n/a
PSB,"PS Business Parks, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
PSB^U,"PS Business Parks, Inc.",n/a,n/a,n/a
PSB^V,"PS Business Parks, Inc.",n/a,n/a,n/a
PSB^W,"PS Business Parks, Inc.",n/a,n/a,n/a
PSB^X,"PS Business Parks, Inc.",n/a,n/a,n/a
PSB^Y,"PS Business Parks, Inc.",n/a,n/a,n/a
TLK,"PT Telekomunikasi Indonesia, Tbk",n/a,Public Utilities,Telecommunications Equipment
PEG,Public Service Enterprise Group Incorporated,n/a,Public Utilities,Power Generation
PSA,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^A,Public Storage,n/a,n/a,n/a
PSA^B,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^C,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^D,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^E,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^F,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^G,Public Storage,n/a,n/a,n/a
PSA^U,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^V,Public Storage,n/a,Consumer Services,Real Estate Investment Trusts
PSA^W,Public Storage,n/a,n/a,n/a
PSA^X,Public Storage,n/a,n/a,n/a
PSA^Y,Public Storage,n/a,n/a,n/a
PSA^Z,Public Storage,n/a,n/a,n/a
PHM,"PulteGroup, Inc.",n/a,Capital Goods,Homebuilding
PSTG,"Pure Storage, Inc. ",2015,Technology,Electronic Components
PCF,Putnam High Income Bond Fund,n/a,n/a,n/a
PMM,Putnam Managed Municipal Income Trust,1989,n/a,n/a
PIM,Putnam Master Intermediate Income Trust,1988,n/a,n/a
PMO,Putnam Municipal Opportunities Trust,1993,n/a,n/a
PPT,Putnam Premier Income Trust,1988,n/a,n/a
PVH,PVH Corp.,n/a,Consumer Non-Durables,Apparel
PZN,Pzena Investment Management Inc,2007,Finance,Investment Managers
QTWO,"Q2 Holdings, Inc.",2014,Technology,Computer Software: Prepackaged Software
QEP,"QEP Resources, Inc.",n/a,Energy,Oil & Gas Production
